ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/20/003/294-299,020003,Текущая погода,294-299,Не используются,,,,,Operational,PDF
bufr4/0/20/003/300-507,020003,Текущая погода,300-507,Зарезервированы,,,,,Operational,PDF
bufr4/0/20/003/508,020003,Текущая погода,508,"Значительных явлений для передачи не имеется, текущая и прошедшая погода опущены",,,,,Operational,PDF
bufr4/0/20/003/509,020003,Текущая погода,509,"Наблюдения не проводились, данных не имеется, текущая и прошедшая погода опущены",,,,,Operational,PDF
bufr4/0/20/003/510,020003,Текущая погода,510,"Текущая и прошедшая погода отсутствуют, но ожидаются",,,,,Operational,PDF
bufr4/0/20/003/511,020003,Текущая погода,511,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/20/004/0,020004,Прошедшая погода (1),0,"Облачность, покрывающая менее половины или половину неба на протяжении соответствующего периода",,,,,Operational,PDF
bufr4/0/20/004/1,020004,Прошедшая погода (1),1,"Облачность, покрывающая более половины неба на протяжении части соответствующего периода и покрывающая менее половины или половину в течение части периода",,,,,Operational,PDF
bufr4/0/20/004/2,020004,Прошедшая погода (1),2,"Облачность, покрывающая более половины неба на протяжении соответствующего периода",,,,,Operational,PDF
bufr4/0/20/004/3,020004,Прошедшая погода (1),3,"Песчаная буря, пыльная буря или снежная низовая метель",,,,,Operational,PDF
bufr4/0/20/004/4,020004,Прошедшая погода (1),4,Туман или ледяной туман или сильная мгла,,,,,Operational,PDF
bufr4/0/20/004/5,020004,Прошедшая погода (1),5,Морось,,,,,Operational,PDF
bufr4/0/20/004/6,020004,Прошедшая погода (1),6,Дождь,,,,,Operational,PDF
bufr4/0/20/004/7,020004,Прошедшая погода (1),7,Снег или снег с дождем,,,,,Operational,PDF
bufr4/0/20/004/8,020004,Прошедшая погода (1),8,Ливень(ливни),,,,,Operational,PDF
bufr4/0/20/004/9,020004,Прошедшая погода (1),9,Гроза(ы) с осадками или без них,,,,,Operational,PDF
bufr4/0/20/004/10,020004,Прошедшая погода (1),10,Особых явлений погоды не наблюдалось,,,,,Operational,PDF
bufr4/0/20/004/11,020004,Прошедшая погода (1),11,ПОНИЖЕННАЯ ВИДИМОСТЬ,,,(см. примечание),82,Operational,PDF
bufr4/0/20/004/12,020004,Прошедшая погода (1),12,"Явление, связанное с поднятием в воздух ветром твердых или жидких частиц (метель, песчаная буря; брызги, переносимые ветром), видимость понижена",,,,,Operational,PDF
bufr4/0/20/004/13,020004,Прошедшая погода (1),13,ТУМАН,,,(см. примечание),82,Operational,PDF
bufr4/0/20/004/14,020004,Прошедшая погода (1),14,ОСАДКИ,,,(см. примечание),82,Operational,PDF
bufr4/0/20/004/15,020004,Прошедшая погода (1),15,Морось,,,,,Operational,PDF
bufr4/0/20/004/16,020004,Прошедшая погода (1),16,Дождь,,,,,Operational,PDF
bufr4/0/20/004/17,020004,Прошедшая погода (1),17,Снег или снежная крупа,,,,,Operational,PDF
bufr4/0/20/004/18,020004,Прошедшая погода (1),18,Ливневые или перемежающиеся осадки,,,,,Operational,PDF
bufr4/0/20/004/19,020004,Прошедшая погода (1),19,Гроза,,,,,Operational,PDF
bufr4/0/20/004/20-30,020004,Прошедшая погода (1),20-30,Зарезервированы,,,,,Operational,PDF
bufr4/0/20/004/31,020004,Прошедшая погода (1),31,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/20/005/0,020005,Прошедшая погода (2),0,"Облачность, покрывающая менее половины или половину неба на протяжении соответствующего периода",,,,,Operational,PDF
bufr4/0/20/005/1,020005,Прошедшая погода (2),1,"Облачность, покрывающая более половины неба на протяжении части соответствующего периода и покрывающая менее половины или половину в течение части периода",,,,,Operational,PDF
bufr4/0/20/005/2,020005,Прошедшая погода (2),2,"Облачность, покрывающая более половины неба на протяжении соответствующего периода",,,,,Operational,PDF
bufr4/0/20/005/3,020005,Прошедшая погода (2),3,"Песчаная буря, пыльная буря или снежная низовая метель",,,,,Operational,PDF
bufr4/0/20/005/4,020005,Прошедшая погода (2),4,Туман или ледяной туман или сильная мгла,,,,,Operational,PDF
bufr4/0/20/005/5,020005,Прошедшая погода (2),5,Морось,,,,,Operational,PDF
bufr4/0/20/005/6,020005,Прошедшая погода (2),6,Дождь,,,,,Operational,PDF
bufr4/0/20/005/7,020005,Прошедшая погода (2),7,Снег или снег с дождем,,,,,Operational,PDF
bufr4/0/20/005/8,020005,Прошедшая погода (2),8,Ливень(ливни),,,,,Operational,PDF
bufr4/0/20/005/9,020005,Прошедшая погода (2),9,Гроза(ы) с осадками или без них,,,,,Operational,PDF
bufr4/0/20/005/10,020005,Прошедшая погода (2),10,Особых явлений погоды не наблюдалось,,,,,Operational,PDF
bufr4/0/20/005/11,020005,Прошедшая погода (2),11,ПОНИЖЕННАЯ ВИДИМОСТЬ,,,(см. примечание),82,Operational,PDF
bufr4/0/20/005/12,020005,Прошедшая погода (2),12,"Явление, связанное с поднятием в воздух ветром твердых или жидких частиц (метель, песчаная буря; брызги, переносимые ветром), видимость понижена",,,,,Operational,PDF
bufr4/0/20/005/13,020005,Прошедшая погода (2),13,ТУМАН,,,(см. примечание),82,Operational,PDF
bufr4/0/20/005/14,020005,Прошедшая погода (2),14,ОСАДКИ,,,(см. примечание),82,Operational,PDF
bufr4/0/20/005/15,020005,Прошедшая погода (2),15,Морось,,,,,Operational,PDF
bufr4/0/20/005/16,020005,Прошедшая погода (2),16,Дождь,,,,,Operational,PDF
bufr4/0/20/005/17,020005,Прошедшая погода (2),17,Снег или снежная крупа,,,,,Operational,PDF
bufr4/0/20/005/18,020005,Прошедшая погода (2),18,Ливневые или перемежающиеся осадки,,,,,Operational,PDF
bufr4/0/20/005/19,020005,Прошедшая погода (2),19,Гроза,,,,,Operational,PDF
bufr4/0/20/005/20-30,020005,Прошедшая погода (2),20-30,Зарезервированы,,,,,Operational,PDF
bufr4/0/20/005/31,020005,Прошедшая погода (2),31,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/20/006/0,020006,Правила полетов,0,Правила полетов по приборам на малой высоте — Потолок < 500 футов и/или видимость < 1 мили,,,,,Operational,PDF
bufr4/0/20/006/1,020006,Правила полетов,1,Правила полетов по приборам — Потолок < 1 000 футов и/или видимость < 3 миль,,,,,Operational,PDF
bufr4/0/20/006/2,020006,Правила полетов,2,Правила визуальных полетов в пределах допуска — 1 000 футов ≤ Потолок < 3 000 футов и/или 3 миль ≤ видимость < 5 миль,,,,,Operational,PDF
bufr4/0/20/006/3,020006,Правила полетов,3,Правила визуальных полетов — Потолок ≥ 3 000 футов и/или видимость ≥ 5 миль,,,,,Operational,PDF
bufr4/0/20/006/4-6,020006,Правила полетов,4-6,Зарезервированы,,,,,Operational,PDF
bufr4/0/20/006/7,020006,Правила полетов,7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/20/008/0,020008,Распределение облачности для авиации,0,Ясное небо,,,,,Operational,PDF
bufr4/0/20/008/1,020008,Распределение облачности для авиации,1,Малооблачно,,,,,Operational,PDF
bufr4/0/20/008/2,020008,Распределение облачности для авиации,2,Рассеянные,,,,,Operational,PDF
bufr4/0/20/008/3,020008,Распределение облачности для авиации,3,Разорванные,,,,,Operational,PDF
bufr4/0/20/008/4,020008,Распределение облачности для авиации,4,Сплошная облачность,,,,,Operational,PDF
bufr4/0/20/008/5,020008,Распределение облачности для авиации,5,Зарезервирована,,,,,Operational,PDF
bufr4/0/20/008/6,020008,Распределение облачности для авиации,6,Рассеянные/разорванные,(Во многих прогнозах упоминаются рассеяные/ разорванные облака или разорванные облака/сплошная облачность с последующим указанием типа(ов) облачности),,,,Operational,PDF
bufr4/0/20/008/8,020008,Распределение облачности для авиации,8,Отдельные,(Используются для описания на авиационных картах облаков типа Cb),,,,Operational,PDF
bufr4/0/20/008/9,020008,Распределение облачности для авиации,9,"Отдельные, смешанные",(Используются для описания на авиационных картах облаков типа Cb),,,,Operational,PDF
bufr4/0/20/008/10,020008,Распределение облачности для авиации,10,Случайные,(Используются для описания на авиационных картах облаков типа Cb),,,,Operational,PDF
bufr4/0/20/008/11,020008,Распределение облачности для авиации,11,"Случайные, смешанные",(Используются для описания на авиационных картах облаков с другими облаками типа Cb),,,,Operational,PDF
bufr4/0/20/008/12,020008,Распределение облачности для авиации,12,Частые,(Используются для описания на авиационных картах облаков типа Cb),,,,Operational,PDF
bufr4/0/20/008/13,020008,Распределение облачности для авиации,13,"Плотные","(Используются для описания на авиационных картах облаков, которые могут вызвать резкое ухудшение видимости (менее 1 000 м))",,,,Operational,PDF
bufr4/0/20/008/14,020008,Распределение облачности для авиации,14,Слои,,,,,Operational,PDF
bufr4/0/20/008/15,020008,Распределение облачности для авиации,15,Закрытое (OBSC),,,,,Operational,PDF
bufr4/0/20/008/16,020008,Распределение облачности для авиации,16,Смешанные (EMBD),,,,,Operational,PDF
bufr4/0/20/008/17,020008,Распределение облачности для авиации,17,Часто смешанные,,,,,Operational,PDF
bufr4/0/20/008/18-30,020008,Распределение облачности для авиации,18-30,Зарезервированы,,,,,Operational,PDF
bufr4/0/20/008/31,020008,Распределение облачности для авиации,31,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/20/009/0,020009,Общий указатель погоды ( TAF/METAR ),0,Зарезервирована,,,,,Operational,PDF
bufr4/0/20/009/1,020009,Общий указатель погоды ( TAF/METAR ),1,Отсутствие особой облачности (NSC),,,,,Operational,PDF
bufr4/0/20/009/2,020009,Общий указатель погоды ( TAF/METAR ),2,CAVOK,,,,,Operational,PDF
bufr4/0/20/009/3,020009,Общий указатель погоды ( TAF/METAR ),3,Ясное небо (SKC),,,,,Operational,PDF
bufr4/0/20/009/4,020009,Общий указатель погоды ( TAF/METAR ),4,Отсутствие особых явлений погоды (NSW),,,,,Operational,PDF
bufr4/0/20/009/5-14,020009,Общий указатель погоды ( TAF/METAR ),5-14,Зарезервированы,,,,,Operational,PDF
bufr4/0/20/009/15,020009,Общий указатель погоды ( TAF/METAR ),15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/20/011/0,020011,Количество облаков,0,0,0,,,,Operational,PDF
bufr4/0/20/011/1,020011,Количество облаков,1,"1 окта или менее, но не 0","1/10 или менее, но не 0",,,,Operational,PDF
bufr4/0/20/011/2,020011,Количество облаков,2,2 окты,2/10 – 3/10,,,,Operational,PDF
bufr4/0/20/011/3,020011,Количество облаков,3,3 окты,4/10,,,,Operational,PDF
bufr4/0/20/011/4,020011,Количество облаков,4,4 окты,5/10,,,,Operational,PDF
bufr4/0/20/011/5,020011,Количество облаков,5,5 окт,6/10,,,,Operational,PDF
bufr4/0/20/011/6,020011,Количество облаков,6,6 окт,7/10 – 8/10,,,,Operational,PDF
bufr4/0/20/011/7,020011,Количество облаков,7,"7 или более окт, но не 8","9/10 или более, но не 10/10",,,,Operational,PDF
bufr4/0/20/011/8,020011,Количество облаков,8,8 окт,10/10,,,,Operational,PDF
bufr4/0/20/011/9,020011,Количество облаков,9,Небо закрыто туманом и/или другими метеорологическими явлениями,,,,,Operational,PDF
bufr4/0/20/011/10,020011,Количество облаков,10,Небо частично закрыто туманом и/или другими метеорологическими явлениями,,,,,Operational,PDF
bufr4/0/20/011/11,020011,Количество облаков,11,Рассеянные,,,,,Operational,PDF
bufr4/0/20/011/12,020011,Количество облаков,12,Разорванные,,,,,Operational,PDF
bufr4/0/20/011/13,020011,Количество облаков,13,Малооблачно,,,,,Operational,PDF
bufr4/0/20/011/14,020011,Количество облаков,14,Зарезервирована,,,,,Operational,PDF
bufr4/0/20/011/15,020011,Количество облаков,15,"Облачный покров неразличим по причине, отличной от тумана или другого метеорологического явления; или наблюдения не проведено",,,(см. примечание 1),40,Operational,PDF
bufr4/0/20/012/0,020012,Тип облаков,0,Перистые (Ci),,,,,Operational,PDF
bufr4/0/20/012/1,020012,Тип облаков,1,Перисто-кучевые (Cc),,,,,Operational,PDF
bufr4/0/20/012/2,020012,Тип облаков,2,Перисто-слоистые (Cs),,,,,Operational,PDF
bufr4/0/20/012/3,020012,Тип облаков,3,Высококучевые (Ac),,,,,Operational,PDF
bufr4/0/20/012/4,020012,Тип облаков,4,Высокослоистые (As),,,,,Operational,PDF
bufr4/0/20/012/5,020012,Тип облаков,5,Слоисто-дождевые (Ns),,,,,Operational,PDF
bufr4/0/20/012/6,020012,Тип облаков,6,Слоисто-кучевые (Sc),,,,,Operational,PDF
bufr4/0/20/012/7,020012,Тип облаков,7,Слоистые (St),,,,,Operational,PDF
bufr4/0/20/012/8,020012,Тип облаков,8,Кучевые (Cu),,,,,Operational,PDF
bufr4/0/20/012/9,020012,Тип облаков,9,Кучево-дождевые (Cb),,,,,Operational,PDF
bufr4/0/20/012/10,020012,Тип облаков,10,Облаков CH нет,,,,,Operational,PDF
bufr4/0/20/012/11,020012,Тип облаков,11,"Перистые, нитевидные, иногда когтевидные, не распространяющиеся по небу",,,,,Operational,PDF
bufr4/0/20/012/12,020012,Тип облаков,12,"Перистые, плотные, в виде клочьев или скрученных пучков, количество которых обычно не увеличивается, иногда могут представляться остатками верхней части кучево-дождевых; или перистые, башенкообразные, или перистые хлопьевидные",,,,,Operational,PDF
bufr4/0/20/012/13,020012,Тип облаков,13,"Перистые плотные, образовавшиеся от кучево-дождевых",,,,,Operational,PDF
bufr4/0/20/012/14,020012,Тип облаков,14,"Перистые, когтевидные или волокнистые, или и те и другие, постепенно заполняющие небосвод; при этом, в целом, эти облака уплотняются",,,,,Operational,PDF
bufr4/0/20/012/15,020012,Тип облаков,15,"Перистые (часто в виде полос) и перисто-слоистые, или одни перисто-слоистые, постепенно заполняющие небосвод; при этом, в целом, эти облака уплотняются, но сплошная пелена поднимается над горизонтом менее чем на 45°",,,,,Operational,PDF
bufr4/0/20/012/16,020012,Тип облаков,16,"Перистые (часто в виде полос) и перисто-слоистые, или одни перисто-слоистые, постепенно заполняющие небосвод; при этом, в целом, эти облака уплотняются, сплошная пелена поднимается над горизонтом менее чем на 45°, но не покрывает все небо",,,,,Operational,PDF
bufr4/0/20/012/17,020012,Тип облаков,17,"Перисто-слоистые, покрывающие все небо",,,,,Operational,PDF
bufr4/0/20/012/18,020012,Тип облаков,18,"Перисто-слоистые, не заполняющие постепенно небосвод и не покрывающие его полностью",,,,,Operational,PDF
bufr4/0/20/012/19,020012,Тип облаков,19,"Перисто-кучевые одни или перисто-кучевые, преобладающие среди облаков CH",,,,,Operational,PDF
bufr4/0/20/012/20,020012,Тип облаков,20,Облаков CM нет,,,,,Operational,PDF
bufr4/0/20/012/21,020012,Тип облаков,21,Высокослоистые просвечивающие,,,,,Operational,PDF
bufr4/0/20/012/22,020012,Тип облаков,22,Высокослоистые непросвечивающие или слоисто-дождевые,,,,,Operational,PDF
bufr4/0/20/012/23,020012,Тип облаков,23,"Высококучевые просвечивающие, расположенные на одном уровне",,,,,Operational,PDF
bufr4/0/20/012/24,020012,Тип облаков,24,Клочья (часто чечевицеобразные) высококучевых просвечивающих непрерывно изменяющихся; расположены на одном или более уровнях,,,,,Operational,PDF
bufr4/0/20/012/25,020012,Тип облаков,25,"Высококучевые просвечивающие, расположенные полосами, или один или несколько слоев высококучевых просвечивающих или непросвечивающих, постепенно заполняющие небосвод; эти высоко-кучевые облака в целом уплотняются",,,,,Operational,PDF
bufr4/0/20/012/26,020012,Тип облаков,26,"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых)",,,,,Operational,PDF
bufr4/0/20/012/27,020012,Тип облаков,27,"Высококучевые просвечивающие или плотные в двух или более слоях, или высококучевые, плотные в одном слое, не заполняющие постепенно небосвод, либо высококучевые с высокослоистыми или слоистодождевыми",,,,,Operational,PDF
bufr4/0/20/012/28,020012,Тип облаков,28,"Высококучевые, башенкообразные или хлопьевидные",,,,,Operational,PDF
bufr4/0/20/012/29,020012,Тип облаков,29,"Высококучевые при хаотическом виде неба, обычно расположенные на нескольких уровнях",,,,,Operational,PDF
bufr4/0/20/012/30,020012,Тип облаков,30,Облаков CL нет,,,,,Operational,PDF
bufr4/0/20/012/31,020012,Тип облаков,31,"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды",,,(см. примечание),1,Operational,PDF
bufr4/0/20/012/32,020012,Тип облаков,32,"Кучевые средние или мощные башенкообразные кучевые облака (TCU), вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне",,,,,Operational,PDF
bufr4/0/20/012/33,020012,Тип облаков,33,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них",,,,,Operational,PDF
bufr4/0/20/012/34,020012,Тип облаков,34,"Слоисто-кучевые, образовавшиеся из кучевых",,,,,Operational,PDF
bufr4/0/20/012/35,020012,Тип облаков,35,"Слоисто-кучевые, образовавшиеся не из кучевых",,,,,Operational,PDF
bufr4/0/20/012/36,020012,Тип облаков,36,"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды",,,(см. примечание),1,Operational,PDF
bufr4/0/20/012/37,020012,Тип облаков,37,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие в месте (разорванно-дождевые); обычно расположены под высокослоистыми или слоисто-дождевыми облаками",,,(см. примечание),1,Operational,PDF
bufr4/0/20/012/38,020012,Тип облаков,38,"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), с основаниями, расположенными на разных уровнях",,,,,Operational,PDF
bufr4/0/20/012/39,020012,Тип облаков,39,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоисто-кучевыми, слоистыми, разорванно-дождевыми, либо без них",,,,,Operational,PDF
bufr4/0/20/012/40,020012,Тип облаков,40,CH,,,,,Operational,PDF
bufr4/0/20/012/41,020012,Тип облаков,41,CM,,,,,Operational,PDF
bufr4/0/20/012/42,020012,Тип облаков,42,CL,,,,,Operational,PDF
bufr4/0/20/012/43,020012,Тип облаков,43,Ясно,,,,,Operational,PDF
bufr4/0/20/012/44,020012,Тип облаков,44,Состоящие из жидкой воды,,,,,Operational,PDF
bufr4/0/20/012/45,020012,Тип облаков,45,"Переохлажденные, состоящие из жидкой воды",,,,,Operational,PDF
bufr4/0/20/012/46,020012,Тип облаков,46,Смешанная фаза,,,,,Operational,PDF
bufr4/0/20/012/47,020012,Тип облаков,47,Оптически толстые ледяные,,,,,Operational,PDF
bufr4/0/20/012/48,020012,Тип облаков,48,Оптически тонкие ледяные,,,,,Operational,PDF
bufr4/0/20/012/49,020012,Тип облаков,49,Многослойные ледяные,,,,,Operational,PDF
bufr4/0/20/012/50-58,020012,Тип облаков,50-58,Зарезервированы,,,,,Operational,PDF
bufr4/0/20/012/59,020012,Тип облаков,59,"Облака не видны из-за темноты, тумана, пыльной или песчаной бури или других аналогичных явлений",,,,,Operational,PDF
bufr4/0/20/012/60,020012,Тип облаков,60,"Облака CH не видны из-за темноты, тумана, пыльной или песчаной бури или других аналогичных явлений",,,,,Operational,PDF
bufr4/0/20/012/61,020012,Тип облаков,61,"Облака CM не видны из-за темноты, тумана, пыльной или песчаной бури или других аналогичных явлений, или из-за сплошного слоя более низких облаков",,,,,Operational,PDF
bufr4/0/20/012/62,020012,Тип облаков,62,"Облака CL не видны из-за темноты, тумана, пыльной или песчаной бури или других аналогичных явлений",,,,,Operational,PDF
bufr4/0/20/012/63,020012,Тип облаков,63,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/20/017/0,020017,Описание вершины облаков,0,Отдельные облака или фрагменты облаков,,,,,Operational,PDF
bufr4/0/20/017/1,020017,Описание вершины облаков,1,Сплошная облачность,вершины плоские,,,,Operational,PDF
bufr4/0/20/017/2,020017,Описание вершины облаков,2,Разорванные облака с небольшими просветами,вершины плоские,,,,Operational,PDF
bufr4/0/20/017/3,020017,Описание вершины облаков,3,Разорванные облака с большими просветами,вершины плоские,,,,Operational,PDF
bufr4/0/20/017/4,020017,Описание вершины облаков,4,Сплошная облачность,вершины волнистые,,,,Operational,PDF
bufr4/0/20/017/5,020017,Описание вершины облаков,5,Разорванные облака с небольшими просветами,вершины волнистые,,,,Operational,PDF
bufr4/0/20/017/6,020017,Описание вершины облаков,6,Разорванные облака с большими просветами,вершины волнистые,,,,Operational,PDF
bufr4/0/20/017/7,020017,Описание вершины облаков,7,Сплошные или почти сплошные волны с вытянутыми вверх вершинами над поверхностью слоя,,,,,Operational,PDF
bufr4/0/20/017/8,020017,Описание вершины облаков,8,Группы волн с клубящимися облаками над верхней границей слоя,,,,,Operational,PDF
bufr4/0/20/017/9,020017,Описание вершины облаков,9,Два или более слоев на разных уровнях,,,,,Operational,PDF
bufr4/0/20/017/10-14,020017,Описание вершины облаков,10-14,Зарезервированы,,,,,Operational,PDF
bufr4/0/20/017/15,020017,Описание вершины облаков,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/20/018/0,020018,Тенденция дальности видимости на взлетно-посадочной полосе,0,Увеличивающаяся (U),,,,,Operational,PDF
bufr4/0/20/018/1,020018,Тенденция дальности видимости на взлетно-посадочной полосе,1,Уменьшающаяся (D),,,,,Operational,PDF
bufr4/0/20/018/2,020018,Тенденция дальности видимости на взлетно-посадочной полосе,2,Явного изменения нет (N),,,,,Operational,PDF
bufr4/0/20/018/3,020018,Тенденция дальности видимости на взлетно-посадочной полосе,3,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/20/021/1,020021,Тип осадков,1,Тип осадков неизвестен,,,,,Operational,PDF
bufr4/0/20/021/2,020021,Тип осадков,2,"Осадки в жидком виде, незамерзающие",,,,,Operational,PDF
bufr4/0/20/021/3,020021,Тип осадков,3,"Осадки в жидком виде, замерзающие",,,,,Operational,PDF
bufr4/0/20/021/4,020021,Тип осадков,4,Морось,,,,,Operational,PDF
bufr4/0/20/021/5,020021,Тип осадков,5,Дождь,,,,,Operational,PDF
bufr4/0/20/021/6,020021,Тип осадков,6,Осадки в твердом виде,,,,,Operational,PDF
bufr4/0/20/021/7,020021,Тип осадков,7,Снег,,,,,Operational,PDF
bufr4/0/20/021/8,020021,Тип осадков,8,Снежные зерна,,,,,Operational,PDF
bufr4/0/20/021/9,020021,Тип осадков,9,Снежная крупа,,,,,Operational,PDF
bufr4/0/20/021/10,020021,Тип осадков,10,Ледяная крупа,,,,,Operational,PDF
bufr4/0/20/021/11,020021,Тип осадков,11,Ледяные кристаллы,,,,,Operational,PDF
bufr4/0/20/021/12,020021,Тип осадков,12,Алмазная пыль,,,,,Operational,PDF
bufr4/0/20/021/13,020021,Тип осадков,13,Мелкий град,,,,,Operational,PDF
bufr4/0/20/021/14,020021,Тип осадков,14,Град,,,,,Operational,PDF
bufr4/0/20/021/15,020021,Тип осадков,15,Гололед,,,,,Operational,PDF
bufr4/0/20/021/16,020021,Тип осадков,16,Изморозь,,,,,Operational,PDF
bufr4/0/20/021/17,020021,Тип осадков,17,Слабая изморось,,,,,Operational,PDF
bufr4/0/20/021/18,020021,Тип осадков,18,Твердый налет,,,,,Operational,PDF
bufr4/0/20/021/19,020021,Тип осадков,19,Прозрачный лед,,,,,Operational,PDF
bufr4/0/20/021/20,020021,Тип осадков,20,Мокрый снег,,,,,Operational,PDF
bufr4/0/20/021/21,020021,Тип осадков,21,Иней,,,,,Operational,PDF
bufr4/0/20/021/22,020021,Тип осадков,22,Роса,,,,,Operational,PDF
bufr4/0/20/021/23,020021,Тип осадков,23,Замерзшая роса,,,,,Operational,PDF
bufr4/0/20/021/24-29,020021,Тип осадков,24-29,Зарезервированы,,,,,Operational,PDF
bufr4/0/20/021/All-30,020021,Тип осадков,Все 30,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/20/022/0,020022,Характер осадков,0,Осадки отсутствуют,,,,,Operational,PDF
bufr4/0/20/022/1,020022,Характер осадков,1,Непрерывные,,,,,Operational,PDF
bufr4/0/20/022/2,020022,Характер осадков,2,Периодически прекращающиеся,,,,,Operational,PDF
bufr4/0/20/022/3,020022,Характер осадков,3,Обильные,,,,,Operational,PDF
bufr4/0/20/022/4,020022,Характер осадков,4,Не достигающие земли,,,,,Operational,PDF
bufr4/0/20/022/5,020022,Характер осадков,5,Осаждение,,,,,Operational,PDF
bufr4/0/20/022/6-14,020022,Характер осадков,6-14,Зарезервированы,,,,,Operational,PDF
bufr4/0/20/022/15,020022,Характер осадков,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/20/023/1,020023,Другие метеорологические явления,1,Пыльный/песчаный вихрь,,,,,Operational,PDF
bufr4/0/20/023/2,020023,Другие метеорологические явления,2,Шквалы,,,,,Operational,PDF
bufr4/0/20/023/3,020023,Другие метеорологические явления,3,Песчаная буря,,,,,Operational,PDF
bufr4/0/20/023/4,020023,Другие метеорологические явления,4,Пыльная буря,,,,,Operational,PDF
bufr4/0/20/023/5,020023,Другие метеорологические явления,5,Молния — от облака к поверхности,,,,,Operational,PDF
bufr4/0/20/023/6,020023,Другие метеорологические явления,6,Молния — от облака к облаку,,,,,Operational,PDF
bufr4/0/20/023/7,020023,Другие метеорологические явления,7,Молния — отдаленная,,,,,Operational,PDF
bufr4/0/20/023/8,020023,Другие метеорологические явления,8,Гроза,,,,,Operational,PDF
bufr4/0/20/023/9,020023,Другие метеорологические явления,9,"Воронкообразное облако, не достигающее поверхности",,,,,Operational,PDF
bufr4/0/20/023/10,020023,Другие метеорологические явления,10,"Воронкообразное облако, достигающее поверхности",,,,,Operational,PDF
bufr4/0/20/023/11,020023,Другие метеорологические явления,11,Аэрозоль,,,,,Operational,PDF
bufr4/0/20/023/12,020023,Другие метеорологические явления,12,Водяной смерч,,,,,Operational,PDF
bufr4/0/20/023/13,020023,Другие метеорологические явления,13,Сдвиг ветра,,,,,Operational,PDF
bufr4/0/20/023/14,020023,Другие метеорологические явления,14,Пыльные вихри,,,,,Operational,PDF
bufr4/0/20/023/15-17,020023,Другие метеорологические явления,15-17,Зарезервированы,,,,,Operational,PDF
bufr4/0/20/023/All-18,020023,Другие метеорологические явления,Все 18,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/20/024/0,020024,Интенсивность явления,0,Отсутствие явления,,,,,Operational,PDF
bufr4/0/20/024/1,020024,Интенсивность явления,1,Слабое,,,,,Operational,PDF
bufr4/0/20/024/2,020024,Интенсивность явления,2,Умеренное,,,,,Operational,PDF
bufr4/0/20/024/3,020024,Интенсивность явления,3,Сильное,,,,,Operational,PDF
bufr4/0/20/024/4,020024,Интенсивность явления,4,Чрезвычайно сильное,,,,,Operational,PDF
bufr4/0/20/024/5,020024,Интенсивность явления,5,Суровое,,,,,Operational,PDF
bufr4/0/20/024/6,020024,Интенсивность явления,6,Очень суровое,,,,,Operational,PDF
bufr4/0/20/024/7,020024,Интенсивность явления,7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/20/025/1,020025,"Явления, ухудшающие видимость",1,Туман,,,,,Operational,PDF
bufr4/0/20/025/2,020025,"Явления, ухудшающие видимость",2,Ледяной туман,,,,,Operational,PDF
bufr4/0/20/025/3,020025,"Явления, ухудшающие видимость",3,Туман парения,,,,,Operational,PDF
bufr4/0/20/025/4-6,020025,"Явления, ухудшающие видимость",4-6,Зарезервированы,,,,,Operational,PDF
bufr4/0/20/025/7,020025,"Явления, ухудшающие видимость",7,Дымка,,,,,Operational,PDF
bufr4/0/20/025/8,020025,"Явления, ухудшающие видимость",8,Мгла,,,,,Operational,PDF
bufr4/0/20/025/9,020025,"Явления, ухудшающие видимость",9,Дым,,,,,Operational,PDF
bufr4/0/20/025/10,020025,"Явления, ухудшающие видимость",10,Вулканический пепел,,,,,Operational,PDF
bufr4/0/20/025/11,020025,"Явления, ухудшающие видимость",11,Пыль,,,,,Operational,PDF
